,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
259,Hyundai,Mumbai,2014,16514.0,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.75
260,Maruti,Pune,2012,120000.0,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.75
261,Hyundai,Hyderabad,2008,143275.0,Diesel,Manual,First,22.0,1582.0,126.2,5.0,2.6
262,Hyundai,Hyderabad,2006,99000.0,Petrol,Manual,First,0.0,1086.0,97.7,5.0,1.75
263,Hyundai,Mumbai,2010,52000.0,Petrol,Manual,First,17.0,1197.0,80.0,5.0,2.8
264,Mercedes-Benz,Coimbatore,2017,29819.0,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,5.5
265,Mercedes-Benz,Bangalore,2014,57000.0,Diesel,Manual,Second,15.8,2148.0,170.0,5.0,18.0
266,Maruti,Hyderabad,2014,88500.0,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4.35
267,Hyundai,Bangalore,2016,28000.0,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.75
268,Maruti,Pune,2010,67000.0,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.0
269,Renault,Delhi,2016,26000.0,Diesel,Manual,First,19.64,1461.0,108.45,5.0,10.0
270,Fiat,Delhi,2010,120000.0,Diesel,Manual,First,17.8,1248.0,76.0,5.0,1.65
271,BMW,Coimbatore,2017,51982.0,Diesel,Automatic,First,16.55,2993.0,258.0,5.0,5.5
272,Hyundai,Bangalore,2010,36000.0,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,3.25
273,Toyota,Pune,2016,47000.0,Diesel,Manual,First,12.8,2494.0,102.0,7.0,12.8
274,Maruti,Mumbai,2002,60000.0,Petrol,Manual,Third,17.3,993.0,60.0,5.0,0.55
275,Maruti,Hyderabad,2018,31025.0,Diesel,Manual,First,28.4,1248.0,74.0,5.0,7.15
276,Mahindra,Pune,2013,105000.0,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,7.0
277,Tata,Pune,2017,121900.0,Diesel,Manual,First,22.95,1248.0,74.0,5.0,3.75
278,Ford,Mumbai,2017,22695.0,Petrol,Manual,First,18.88,999.0,123.24,5.0,8.5
279,Maruti,Jaipur,2012,73000.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.35
280,Maruti,Kochi,2016,32227.0,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.26
281,Honda,Jaipur,2011,55000.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4.21
282,Audi,Kochi,2018,11287.0,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,5.5
283,Skoda,Mumbai,2009,48000.0,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,2.95
284,Hyundai,Kochi,2012,54308.0,Petrol,Manual,First,17.1,1591.0,121.3,5.0,4.28
285,Honda,Jaipur,2009,78442.0,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,3.57
286,Hyundai,Kolkata,2013,46000.0,Diesel,Manual,First,21.9,1396.0,88.8,5.0,3.11
287,Hyundai,Coimbatore,2014,45051.0,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,5.96
288,Volkswagen,Hyderabad,2011,69000.0,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.7
289,Honda,Ahmedabad,2014,49000.0,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.9
290,Tata,Pune,2018,45000.0,Diesel,Manual,First,22.95,1248.0,74.0,5.0,5.25
291,BMW,Pune,2015,64000.0,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,28.0
292,Maruti,Delhi,2009,60000.0,Petrol,Manual,First,18.9,1061.0,67.0,5.0,1.35
293,Honda,Delhi,2015,62178.0,Petrol,Manual,First,18.2,1199.0,88.7,5.0,4.85
294,Volkswagen,Coimbatore,2012,58006.0,Diesel,Manual,First,15.0,1896.0,105.0,5.0,6.7
295,Hyundai,Hyderabad,2010,74000.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.1
296,Mercedes-Benz,Kochi,2015,77771.0,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,18.64
297,Hyundai,Pune,2012,45275.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.8
298,Toyota,Chennai,2016,48000.0,Diesel,Manual,First,13.68,2393.0,147.8,7.0,20.25
299,Audi,Kochi,2015,31652.0,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,26.78
300,Toyota,Hyderabad,2010,109000.0,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,8.26
301,Volkswagen,Mumbai,2015,31978.0,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.89
302,Maruti,Hyderabad,2011,70000.0,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.1
303,Honda,Mumbai,2017,15000.0,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,12.69
304,Tata,Coimbatore,2013,59138.0,Diesel,Manual,First,17.0,1405.0,70.0,5.0,2.58
305,Audi,Kochi,2014,61726.0,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,20.77
306,Mercedes-Benz,Delhi,2015,48000.0,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,20.26
307,Hyundai,Chennai,2006,58000.0,Petrol,Manual,Second,0.0,1086.0,97.7,5.0,1.5
308,Maruti,Kolkata,2011,60020.0,Diesel,Manual,First,17.8,1248.0,97.7,5.0,2.5
309,Maruti,Hyderabad,2014,77815.0,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.25
310,Mercedes-Benz,Hyderabad,2017,29000.0,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,5.5
311,Land,Delhi,2017,44000.0,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,5.5
312,Volkswagen,Hyderabad,2011,108626.0,Diesel,Manual,First,20.54,1598.0,103.6,5.0,3.65
313,Maruti,Hyderabad,2012,71791.0,Petrol,Manual,First,14.0,796.0,35.0,5.0,2.05
314,Honda,Kochi,2012,91931.0,Petrol,Manual,First,18.5,1198.0,86.8,5.0,3.13
315,Tata,Hyderabad,2000,158000.0,Diesel,Manual,Second,14.07,2956.0,83.1,7.0,1.5
316,Tata,Pune,2012,91183.0,Diesel,Manual,First,18.0,1248.0,75.0,5.0,2.85
317,Maruti,Delhi,2012,65000.0,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.65
318,Mahindra,Hyderabad,2015,88428.0,Diesel,Manual,First,16.0,2179.0,140.0,7.0,10.6
319,Tata,Pune,2008,138000.0,Diesel,Manual,Second,17.1,1396.0,70.0,5.0,1.25
320,Maruti,Mumbai,2018,18000.0,Petrol,Manual,First,16.02,1373.0,93.7,7.0,8.25
321,Honda,Mumbai,2011,60000.0,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,4.45
322,Maruti,Kolkata,2012,48000.0,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.7
323,Ford,Hyderabad,2009,160000.0,Diesel,Manual,First,17.8,1399.0,68.0,5.0,2.8
324,Honda,Kolkata,2008,40000.0,Petrol,Manual,First,17.7,1497.0,78.0,5.0,1.8
325,Audi,Kochi,2014,51495.0,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,21.95
326,BMW,Mumbai,2011,30000.0,Diesel,Automatic,First,9.52,2993.0,313.0,4.0,5.5
327,Audi,Coimbatore,2017,97430.0,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,5.5
328,Maruti,Pune,2008,42496.0,CNG,Manual,First,36.82,998.0,67.1,5.0,1.4
329,Hyundai,Pune,2012,83000.0,Diesel,Manual,First,23.0,1396.0,90.0,5.0,5.5
330,Hyundai,Bangalore,2009,37000.0,Petrol,Automatic,Third,16.95,1197.0,78.9,5.0,2.95
331,Honda,Kochi,2016,28503.0,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,6.86
332,Maruti,Hyderabad,2015,76496.0,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.15
333,Hyundai,Pune,2011,79152.0,Petrol,Manual,Second,18.5,1197.0,82.85,5.0,3.3
334,Volkswagen,Kolkata,2011,32000.0,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.55
335,Maruti,Ahmedabad,2009,35000.0,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.5
336,Toyota,Chennai,2004,105000.0,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,2.5
337,Maruti,Chennai,2006,56000.0,Petrol,Manual,Second,19.7,796.0,46.3,5.0,1.4
338,Tata,Pune,2012,73000.0,Diesel,Manual,First,21.12,1248.0,88.8,5.0,3.4
339,Maruti,Pune,2012,38000.0,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.25
340,Skoda,Kolkata,2013,53000.0,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,7.5
341,Toyota,Kolkata,2008,80000.0,Petrol,Automatic,First,11.3,1794.0,125.0,5.0,2.8
342,Hyundai,Coimbatore,2016,24973.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.66
343,Maruti,Chennai,2016,45000.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.15
344,Honda,Delhi,2010,87430.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.5
345,Tata,Hyderabad,2014,133944.0,Diesel,Manual,Second,18.0,1248.0,75.0,5.0,3.5
346,Honda,Kolkata,2013,57000.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.45
347,Hyundai,Coimbatore,2016,27904.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.55
348,BMW,Kochi,2015,30717.0,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,25.99
349,Hyundai,Bangalore,2012,80000.0,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.25
350,Tata,Ahmedabad,2013,47304.0,Diesel,Manual,First,21.02,1248.0,88.8,5.0,2.9
351,Skoda,Jaipur,2005,100000.0,Petrol,Automatic,First,14.45,1984.0,227.0,5.0,2.05
352,Maruti,Pune,2017,30000.0,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.75
353,Ford,Mumbai,2014,68000.0,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.75
354,Chevrolet,Kolkata,2011,21000.0,Petrol,Manual,Second,18.0,995.0,62.0,5.0,0.95
355,Jaguar,Hyderabad,2017,21000.0,Diesel,Automatic,First,19.33,1999.0,177.0,5.0,5.5
356,Honda,Jaipur,2007,119000.0,Petrol,Manual,Third,13.1,1997.0,141.1,5.0,3.91
357,Skoda,Kochi,2019,13747.0,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,27.3
358,Hyundai,Chennai,2009,53000.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.7
359,Maruti,Delhi,2013,70000.0,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.5
360,Maruti,Mumbai,2016,18000.0,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,6.2
361,Nissan,Chennai,2011,83000.0,Diesel,Manual,First,23.08,1461.0,63.1,5.0,2.75
362,Maruti,Mumbai,2015,130000.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.25
363,Ford,Pune,2012,63400.0,Diesel,Manual,First,17.8,1399.0,67.0,5.0,3.25
364,Maruti,Kolkata,2003,65000.0,Petrol,Manual,First,17.3,993.0,60.0,5.0,0.65
365,Mini,Pune,2017,8350.0,Petrol,Manual,First,13.8,1998.0,192.0,5.0,35.0
366,Toyota,Kolkata,2014,45000.0,Diesel,Manual,First,23.59,1364.0,67.05,5.0,3.25
367,Maruti,Kolkata,2018,26200.0,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.9
368,Maruti,Bangalore,2011,11000.0,Petrol,Manual,Third,18.9,796.0,47.0,5.0,2.9
369,BMW,Bangalore,2009,90000.0,Diesel,Automatic,Second,11.0,2993.0,235.0,5.0,17.75
370,Nissan,Mumbai,2015,74000.0,Petrol,Automatic,Second,11.07,2496.0,179.5,5.0,8.25
371,Hyundai,Coimbatore,2015,37081.0,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.77
372,Maruti,Hyderabad,2017,39000.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.49
373,Audi,Mumbai,2008,99000.0,Diesel,Automatic,Third,12.07,2967.0,241.4,7.0,12.95
374,Mercedes-Benz,Chennai,2015,38000.0,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,20.0
375,Maruti,Chennai,2007,72000.0,Petrol,Manual,Third,16.1,796.0,37.0,4.0,1.0
376,Renault,Chennai,2015,93000.0,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,7.1
377,Toyota,Mumbai,2017,5900.0,Diesel,Manual,First,21.43,1364.0,87.2,5.0,16.5
378,Mercedes-Benz,Chennai,2014,25000.0,Diesel,Manual,First,15.8,2148.0,170.0,5.0,26.0
379,Maruti,Hyderabad,2010,68000.0,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,3.2
380,Honda,Kochi,2017,35676.0,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,9.48
381,Hyundai,Kochi,2015,74310.0,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4.0
382,Mercedes-Benz,Jaipur,2014,59364.0,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,26.5
383,Mercedes-Benz,Kochi,2014,41380.0,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,11.77
384,Mercedes-Benz,Bangalore,2017,33900.0,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,37.0
385,Honda,Mumbai,2016,28000.0,Petrol,Manual,First,17.8,1497.0,117.3,5.0,8.75
386,Hyundai,Hyderabad,2007,50958.0,Petrol,Manual,First,17.0,1086.0,97.7,5.0,1.95
387,Honda,Chennai,2011,93982.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.75
388,Hyundai,Pune,2010,95000.0,Petrol,Manual,First,16.2,1599.0,103.2,5.0,2.5
389,Jaguar,Mumbai,2017,9000.0,Petrol,Automatic,First,13.5,1999.0,246.74,5.0,34.5
390,Honda,Delhi,2015,52516.0,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.65
391,Mini,Bangalore,2015,20000.0,Petrol,Automatic,First,18.86,1598.0,122.0,4.0,32.0
392,Mercedes-Benz,Coimbatore,2017,56451.0,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,5.5
393,Hyundai,Chennai,2014,37000.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.25
394,Maruti,Kolkata,2014,17400.0,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.1
395,Maruti,Coimbatore,2011,90207.0,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.91
396,BMW,Chennai,2011,89616.0,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,11.0
397,Tata,Pune,2014,85000.0,Diesel,Manual,First,13.49,2179.0,138.03,5.0,3.5
398,Audi,Chennai,2014,79271.0,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,16.5
399,Land,Hyderabad,2012,56000.0,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,30.0
400,Mercedes-Benz,Pune,2010,85001.0,Diesel,Automatic,Second,12.0,2987.0,224.0,7.0,28.0
401,Mitsubishi,Hyderabad,2018,12000.0,Diesel,Automatic,First,13.5,2477.0,175.56,7.0,28.0
402,Maruti,Jaipur,2010,125000.0,Petrol,Manual,First,19.7,796.0,46.3,5.0,0.92
403,Maruti,Pune,2013,53000.0,Petrol,Manual,First,14.0,1061.0,64.0,5.0,2.75
404,Land,Coimbatore,2017,34990.0,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,5.5
405,Hyundai,Pune,2011,49768.0,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,4.95
406,BMW,Hyderabad,2013,56000.0,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,33.5
407,Jaguar,Bangalore,2013,75000.0,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,27.95
408,Skoda,Hyderabad,2010,57000.0,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,7.25
409,Audi,Kochi,2017,37542.0,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,25.71
410,Land,Coimbatore,2014,95649.0,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,29.67
411,Mercedes-Benz,Jaipur,2013,35299.0,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,19.0
412,Mahindra,Kochi,2017,28464.0,Diesel,Manual,First,15.4,2179.0,120.0,7.0,13.05
413,BMW,Mumbai,2015,41000.0,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,25.5
414,Honda,Pune,2017,9000.0,Petrol,Manual,First,15.4,1497.0,117.3,7.0,8.5
415,Volvo,Chennai,2010,92098.0,Diesel,Automatic,Second,16.0,2400.0,215.0,5.0,7.25
416,Hyundai,Pune,2005,5834.0,Petrol,Manual,First,13.2,1495.0,94.0,5.0,0.8
417,Hyundai,Jaipur,2017,40250.0,Petrol,Manual,First,17.19,1197.0,81.86,5.0,6.9
418,Mercedes-Benz,Coimbatore,2018,22397.0,Petrol,Automatic,First,11.5,2996.0,367.0,5.0,5.5
419,Hyundai,Kolkata,2015,20800.0,Petrol,Manual,Second,21.1,814.0,55.2,5.0,2.25
420,Hyundai,Kochi,2018,40322.0,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.5
421,Honda,Mumbai,2013,52576.0,Petrol,Manual,First,13.0,1493.0,100.0,5.0,4.35
422,Volkswagen,Kolkata,2010,55000.0,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.25
423,Audi,Mumbai,2016,47000.0,Petrol,Automatic,First,15.26,1798.0,187.74,5.0,24.5
424,Volkswagen,Hyderabad,2010,42021.0,Diesel,Manual,First,0.0,1968.0,97.7,5.0,5.45
425,Hyundai,Coimbatore,2017,23163.0,Petrol,Manual,First,15.29,1591.0,121.3,5.0,12.03
426,Mercedes-Benz,Mumbai,2011,50000.0,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,8.5
427,Mini,Mumbai,2014,11900.0,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,28.5
428,Hyundai,Pune,2006,108000.0,Petrol,Manual,Second,17.0,1086.0,97.7,5.0,1.2
429,Toyota,Bangalore,2013,37000.0,Diesel,Manual,First,23.59,1364.0,67.04,5.0,5.75
430,Honda,Delhi,2014,30000.0,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,3.2
431,Maruti,Coimbatore,2018,12831.0,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,9.89
432,Skoda,Coimbatore,2012,143017.0,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,6.58
433,Hyundai,Kochi,2018,13102.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,4.06
434,Renault,Coimbatore,2019,24950.0,Diesel,Manual,First,20.37,1461.0,108.45,5.0,13.37
435,BMW,Coimbatore,2011,57832.0,Diesel,Automatic,First,16.2,2993.0,258.0,5.0,25.82
436,Maruti,Kochi,2016,34267.0,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.74
437,Volvo,Bangalore,2015,33000.0,Diesel,Automatic,Second,16.8,1984.0,150.0,5.0,22.0
438,Maruti,Ahmedabad,2007,55100.0,Petrol,Manual,First,18.9,998.0,67.1,5.0,1.45
439,Honda,Kolkata,2008,40000.0,Petrol,Manual,First,17.7,1497.0,78.0,5.0,2.0
440,Maruti,Kochi,2017,31841.0,CNG,Manual,First,21.14,1196.0,73.0,5.0,4.7
441,Chevrolet,Kolkata,2014,15000.0,Petrol,Manual,First,13.7,1399.0,98.79,8.0,3.75
442,Mahindra,Coimbatore,2016,82756.0,Diesel,Manual,First,15.96,2523.0,62.1,7.0,7.7
443,Hyundai,Coimbatore,2012,50243.0,Petrol,Manual,First,0.0,1086.0,97.7,5.0,3.35
444,Hyundai,Hyderabad,2014,20600.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.6
445,Hyundai,Coimbatore,2017,29952.0,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,13.77
446,Volkswagen,Mumbai,2017,15000.0,Petrol,Manual,Second,16.09,1598.0,103.5,5.0,7.1
447,Honda,Pune,2008,61938.0,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,2.65
448,Tata,Hyderabad,2014,67000.0,Diesel,Manual,First,22.3,1248.0,74.0,5.0,2.5
449,Mahindra,Kochi,2013,61672.0,Diesel,Manual,First,16.0,2179.0,140.0,7.0,7.53
450,Hyundai,Coimbatore,2017,26185.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.98
451,Audi,Bangalore,2014,38000.0,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,39.0
452,Maruti,Chennai,2011,67000.0,Petrol,Manual,Second,18.5,1197.0,85.8,5.0,2.25
453,Mitsubishi,Chennai,2010,66000.0,Petrol,Manual,Second,13.17,1999.0,114.0,5.0,3.85
454,Toyota,Hyderabad,2015,80883.0,Diesel,Manual,First,12.8,2494.0,102.0,7.0,13.5
455,Maruti,Hyderabad,2016,80219.0,Diesel,Manual,First,27.62,793.0,47.0,5.0,3.5
456,Maruti,Delhi,2018,12923.0,Diesel,Manual,First,25.1,1248.0,88.5,5.0,8.92
457,Audi,Coimbatore,2016,86642.0,Diesel,Automatic,First,15.17,1968.0,181.0,5.0,20.37
458,BMW,Bangalore,2016,19235.0,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,36.5
459,Audi,Coimbatore,2016,51002.0,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,5.5
460,Hyundai,Pune,2016,6800.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.2
461,Renault,Hyderabad,2012,82749.0,Diesel,Manual,First,19.01,1461.0,108.45,5.0,5.99
462,Hyundai,Pune,2016,51000.0,Diesel,Manual,First,24.4,1120.0,71.0,5.0,5.25
463,Ford,Delhi,2014,31465.0,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.5
464,Volkswagen,Hyderabad,2013,76476.0,Petrol,Manual,First,16.47,1198.0,73.9,5.0,4.4
465,Hyundai,Kolkata,2017,14000.0,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.6
466,Tata,Ahmedabad,2013,47000.0,Diesel,Manual,First,21.12,1248.0,88.8,5.0,2.95
467,Honda,Kolkata,2011,48466.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.26
468,Hyundai,Bangalore,2008,46000.0,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,2.22
469,Toyota,Hyderabad,2012,162663.0,Diesel,Manual,First,12.99,2494.0,100.0,7.0,10.5
470,Maruti,Coimbatore,2017,25142.0,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.26
471,Toyota,Delhi,2013,69000.0,Diesel,Manual,First,12.55,2982.0,169.0,7.0,14.45
472,Ford,Chennai,2009,80524.0,Petrol,Manual,Second,15.3,1596.0,97.7,5.0,2.5
473,Mercedes-Benz,Kochi,2018,26405.0,Petrol,Automatic,First,12.6,1950.0,191.34,5.0,5.5
474,Mercedes-Benz,Chennai,2014,45000.0,Diesel,Manual,First,15.8,2148.0,170.0,5.0,23.0
475,Skoda,Kolkata,2012,64284.0,Diesel,Manual,First,17.72,1968.0,108.49,5.0,5.5
476,Hyundai,Delhi,2015,27000.0,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.5
477,Ford,Hyderabad,2018,3678.0,Petrol,Manual,First,18.16,1196.0,86.8,5.0,6.8
478,Skoda,Mumbai,2013,21000.0,Petrol,Manual,First,16.8,1395.0,138.02,5.0,8.75
479,Renault,Mumbai,2015,67000.0,Diesel,Manual,Second,19.87,1461.0,83.8,5.0,7.0
480,Land,Delhi,2015,24000.0,Diesel,Automatic,Second,15.68,1999.0,177.0,5.0,33.5
481,Ford,Chennai,2011,75000.0,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,2.25
482,Ford,Hyderabad,2008,179000.0,Diesel,Automatic,Second,12.8,2953.0,156.0,7.0,4.24
483,Toyota,Coimbatore,2017,47198.0,Diesel,Manual,First,12.55,2982.0,168.5,7.0,28.42
484,Volkswagen,Kolkata,2012,52000.0,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2.75
485,Maruti,Jaipur,2011,91000.0,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.0
486,Nissan,Pune,2013,60000.0,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.55
487,Hyundai,Kolkata,2013,37873.0,Diesel,Manual,First,22.32,1582.0,126.32,5.0,4.8
488,BMW,Kolkata,2011,31000.0,Petrol,Automatic,First,10.8,2497.0,150.0,5.0,13.5
489,Mercedes-Benz,Pune,2017,129000.0,Diesel,Automatic,First,11.0,2987.0,258.0,7.0,5.5
490,Honda,Hyderabad,2004,78000.0,Petrol,Automatic,First,12.0,2354.0,187.4,5.0,3.99
491,Hyundai,Bangalore,2016,32000.0,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,15.5
492,Hyundai,Jaipur,2010,59000.0,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,2.32
493,Mercedes-Benz,Kochi,2016,35437.0,Diesel,Automatic,First,20.0,2143.0,136.0,5.0,18.58
494,Maruti,Jaipur,2014,98000.0,Petrol,Manual,First,16.02,1373.0,93.7,7.0,5.5
495,Skoda,Chennai,2006,72000.0,Diesel,Manual,Second,18.7,1896.0,66.0,5.0,3.2
496,Honda,Pune,2015,79000.0,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.0
497,Maruti,Chennai,2004,29000.0,Petrol,Manual,First,17.3,993.0,60.0,5.0,1.6
498,Maruti,Kochi,2013,66012.0,Petrol,Manual,First,15.5,1586.0,103.3,5.0,4.15
499,Honda,Mumbai,2014,35000.0,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,4.25
500,Maruti,Ahmedabad,2011,75000.0,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.6
501,Toyota,Mumbai,2008,80000.0,Petrol,Automatic,Second,12.1,2362.0,164.7,5.0,3.43
502,Chevrolet,Kochi,2012,32717.0,Petrol,Manual,First,18.6,1199.0,79.4,5.0,2.55
503,Toyota,Delhi,2017,25000.0,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,32.0
504,Ford,Mumbai,2014,79000.0,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.25
505,Maruti,Hyderabad,2010,86000.0,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,3.6
506,Mercedes-Benz,Pune,2010,137000.0,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,18.5
507,Honda,Mumbai,2015,25000.0,Petrol,Manual,Second,17.3,1497.0,117.3,7.0,4.25
508,Hyundai,Mumbai,2017,8500.0,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,4.8
509,Mahindra,Bangalore,2015,34000.0,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,13.0
510,Skoda,Pune,2012,41629.0,Petrol,Manual,Second,14.83,1598.0,105.0,5.0,2.25
511,Hyundai,Hyderabad,2009,80227.0,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2.3
512,Hyundai,Kochi,2019,8587.0,Petrol,Manual,First,15.29,1591.0,121.3,5.0,13.56
513,Mahindra,Delhi,2017,30000.0,Diesel,Manual,First,15.4,1997.0,120.0,7.0,12.25
514,Skoda,Pune,2013,64186.0,Diesel,Manual,First,20.5,1598.0,103.5,5.0,3.76
515,Renault,Coimbatore,2015,76427.0,Diesel,Manual,First,19.01,1461.0,108.45,5.0,8.58
516,BMW,Hyderabad,2011,75000.0,Diesel,Automatic,First,11.7,2993.0,245.0,5.0,27.5
517,Toyota,Coimbatore,2013,27075.0,Petrol,Manual,First,17.6,1496.0,88.73,5.0,4.95
518,Maruti,Ahmedabad,2012,30000.0,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.3
